s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,temp2_streetname,indzone,township,basiclvl,streetnames,name1,name2,,,,,
DENLON,2009,"HUIDONG DENG LOONG KNITTING CLOTHING MADING CO., LTD","HUIDONG DENG LOONG KNITTING CLOTHING MADING CO., LTD",NA,"LIANHUA INDUSTRIAL PARK, REN SHAN TOWN, HUIDONG COUNTY, ,",NA,NA,4/23/01,"lianhua industrial park, ren shan town, huidong county, ,","huidong deng loong knitting clothing mading co., ltd","huidong deng loong knitting clothing mading co., ltd",NA,NA,huidong,NA,NA,lianhua ,ren shan ,NA,NA,huidong deng loong knitting clothing mading  , deng loong   mading  ,,,,,
DEQQIA,2009,DEQING QIANFENG LEATHER FACTORY,DEQING QIANFENG LEATHER FACTORY,NA,"CHENGDONG VILLAGE,XINSHI TOWN, DEQING CITY, ZHEJIANG PROVINCE,",NA,NA,7/14/09,"chengdong village,xinshi town, deqing city, zhejiang province,",deqing qianfeng leather factory,deqing qianfeng leather factory,zhejiang,NA,deqing,NA,NA,NA,xinshi ,chengdong ,NA,deqing qianfeng leather , qianfeng  ,,,,,
DERWOO,2009,DER CHENG WOODEN WORKS OF FACTORY,DER CHENG WOODEN WORKS OF FACTORY,-,"THE FIRST INDUSTRIAL AREA, OF TANGWEI GONGMING TOWN, ,",NA,NA,3/23/06,"the first industrial area, of tangwei gongming town, ,",der cheng wooden works of factory,der cheng wooden works of factory,NA,NA,NA,NA,NA,the first ,of tangwei gongming ,NA,NA,der cheng wooden works of ,der cheng    ,,,,,
DEXING,2009,ZHANGJIAGANG DEXING KNITTING FASHIONS CO LTD,ZHANGJIAGANG DEXING KNITTING FASHIONS CO LTD,NA,"NO.24, YONGJIN ROAD, MIAOQIAO TOWN, , ,",NA,NA,2008-03-07,"no.24, yongjin road, miaoqiao town, , ,",zhangjiagang dexing knitting fashions co ltd,zhangjiagang dexing knitting fashions co ltd,NA,NA,NA,24,yongjin ,NA,miaoqiao ,NA,yongjin ,zhangjiagang dexing knitting fashions  ,zhangjiagang dexing    ,,,,,
DEYMET,2009,"DEYISHENG METALS & LIGHTS CO.,LTD","DEYISHENG METALS & LIGHTS CO.,LTD",-,"NO.18 FUDUYUANZHONGXIN RD., SHAOGANGTOU VILLAGE,QIAOTOU TOWN, ,",NA,NA,2011-12-09,"no.18 fuduyuanzhongxin rd., shaogangtou village,qiaotou town, ,","deyisheng metals & lights co.,ltd","deyisheng metals & lights co.,ltd",NA,NA,NA,18,fuduyuanzhongxin ,NA,qiaotou ,shaogangtou ,fuduyuanzhongxin ,deyisheng metals  lights ,deyisheng metals   ,,,,,
DEZREE,2009,"DEZHOU REEBO CLOTHING CO., LTD.","DEZHOU REEBO CLOTHING CO., LTD.",NA,"No.878, Jiefang middle avenue, Decheng District, Dezhou City, Shandong Province, China,",NA,NA,2/23/09,"no.878, jiefang middle avenue, decheng district, dezhou city, shandong province, china,","dezhou reebo clothing co., ltd.","dezhou reebo clothing co., ltd.",shandong,dezhou,decheng,878,jiefang middle ,NA,NA,NA,jiefang middle ,dezhou reebo clothing  , reebo   ,,,,,
DFHUNI,2009,DFH UNITED CLOTHES CO. LTD.,DFH UNITED CLOTHES CO. LTD.,NA,"TAO YUAN TOWN, WUJIANG CITY, , ,",NA,NA,4/29/08,"tao yuan town, wujiang city, , ,",dfh united clothes co. ltd.,dfh united clothes co. ltd.,NA,NA,wujiang,NA,NA,NA,tao yuan ,NA,NA,dfh united clothes  ,dfh united   ,,,,,
DGHNGJ,2009,DONGGUAN HUANG JIANG KNITTING FTY (CHINA - S1),DONGGUAN HUANG JIANG KNITTING FTY (CHINA - S1),NA,"HE LU INDUSTRIAL ZONE, HUANG JAING TOWN, , ,",NA,NA,6/29/00,"he lu industrial zone, huang jaing town, , ,",dongguan huang jiang knitting fty (china - s1),dongguan huang jiang knitting fty (china - s1),NA,dongguan,dongguan,NA,NA,he lu ,huang jaing ,NA,NA,dongguan huang jiang knitting  , huang jiang   ,,,,,
DGMEYI,2009,DONG GUAN MEIYI SHOE FACTORY,DONG GUAN MEIYI SHOE FACTORY,-,"FUZHU SHAN INDUSTRIAL ,LIAO BU TOWN, , ,",NA,NA,2010-06-09,"fuzhu shan industrial ,liao bu town, , ,",dong guan meiyi shoe factory,dong guan meiyi shoe factory,NA,dong guan,NA,NA,NA,fuzhu shan ,liao bu ,NA,NA,dong guan meiyi shoe , meiyi  ,,,,,
DGTSCH,2009,"DONGGUAN TSAI CHAIO ARTCRAFT CO., LTD.","DONGGUAN TSAI CHAIO ARTCRAFT CO., LTD.",-,"YANGWU VILLAGE, DALINGSHAN TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,9/21/00,"yangwu village, dalingshan town, dongguan city, guangdong province,","dongguan tsai chaio artcraft co., ltd.","dongguan tsai chaio artcraft co., ltd.",guangdong,dongguan,dongguan,NA,NA,NA,dalingshan ,yangwu ,NA,dongguan tsai chaio artcraft  , tsai chaio   ,,,,,
DGUNAR,2009,DONGGUAN UNITED ART PLASTIC PRODUCTS LTD,DONGGUAN UNITED ART PLASTIC PRODUCTS LTD,-,"BLK 12, NO.2 INDUSTRIAL DIST., CHUN HOU, HUMEN TOWN, ,",NA,NA,6/19/00,"blk 12, no.2 industrial dist., chun hou, humen town, ,",dongguan united art plastic products ltd,dongguan united art plastic products ltd,NA,dongguan,dongguan,"c(""12"", ""2"")",NA,NA,humen ,NA,NA,dongguan united art plastic  , united    ,,,,,
DGWAHS,2009,DONGGUAN WAH SUN HANDBAG FACTORY CO LTD,DONGGUAN QUICKMIND HANDBAG FACTORY CO LTD,-,"FENGHUA RD., FU SHAN MANAGEMENT ZONE, LIAO BU TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,2001-07-08,"fenghua rd., fu shan management zone, liao bu town, dongguan city, guangdong province,",dongguan wah sun handbag factory co ltd,dongguan quickmind handbag factory co ltd,guangdong,dongguan,dongguan,NA,fenghua ,NA,liao bu ,NA,fenghua ,dongguan wah sun handbag   , wah sun    ,,,,,
DGWAHS,2009,DONGGUAN QUICKMIND HANDBAG FACTORY CO LTD,DONGGUAN QUICKMIND HANDBAG FACTORY CO LTD,-,"FENGHUA RD., FU SHAN MANAGEMENT ZONE, LIAO BU TOWN, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,2001-07-08,"fenghua rd., fu shan management zone, liao bu town, dongguan city, guangdong province,",dongguan quickmind handbag factory co ltd,dongguan quickmind handbag factory co ltd,guangdong,dongguan,dongguan,NA,fenghua ,NA,liao bu ,NA,fenghua ,dongguan quickmind handbag   , quickmind    ,,,,,
DINART,2009,DINGWANG ART MATERIAL FACTORY,NA,NA,NA,NA,NA,NA,NA,dingwang art material factory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dingwang art material ,dingwang   ,,,,,
DINKNI,2009,DINKIND KNITTING (DONGGUAN) FASHION LIMITED,DINKIND KNITTING (DONGGUAN) FASHION LIMITED,NA,"LIAOBU ROAD, YAOLE VILLAGE, LIAOBU TOWN, ,",NA,NA,2012-09-05,"liaobu road, yaole village, liaobu town, ,",dinkind knitting (dongguan) fashion limited,dinkind knitting (dongguan) fashion limited,NA,dongguan,dongguan,NA,liaobu ,NA,liaobu ,yaole ,liaobu ,dinkind knitting  fashion ,dinkind    ,,,,,
DNGSZH,2009,"WUJIANG ENNO FASHION CO., LIMITED","WUJIANG ENNO FASHION CO., LIMITED",NA,"NO.1539 YUNLI ROAD, WUJIANG CITY,SUZHOU,JIANGSU PROVINCE, ,",NA,NA,7/14/00,"no.1539 yunli road, wujiang city,suzhou,jiangsu province, ,","wujiang enno fashion co., limited","wujiang enno fashion co., limited",jiangsu,suzhou,wujiang,1539,yunli ,NA,NA,NA,yunli ,wujiang enno fashion  , enno   ,,,,,
DOCHCR,2009,DONGGUAN CHANGMAO CRAFT PRODUCTS FACTORY CO. LTD,DONGGUAN CHANGMAO GRAFT PRODUCTS FACTORY CO. LTD,NA,"QIAOLI MANAGEMENT ZONE, CHANGPIN, , ,",NA,NA,9/15/06,"qiaoli management zone, changpin, , ,",dongguan changmao craft products factory co. ltd,dongguan changmao graft products factory co. ltd,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan changmao craft    , changmao     ,,,,,
DOCHGL,2009,DONGGUAN CHANG SHENG GLOVES APPAREL LTD,DONGGUAN CHANG SHENG GLOVES APPAREL LTD,-,"CHUANG YE INDUSTRIAL ZONE, XIN HE DISTRICT, WAN JIANG WARD, DONGGUAN CITY, GUANGDONG PROVINCE,",NA,NA,3/13/06,"chuang ye industrial zone, xin he district, wan jiang ward, dongguan city, guangdong province,",dongguan chang sheng gloves apparel ltd,dongguan chang sheng gloves apparel ltd,guangdong,dongguan,dongguan,NA,NA,chuang ye ,NA,NA,NA,dongguan chang sheng gloves apparel , chang sheng   ,,,,,
DOCHHO,2009,DONGGUAN CHUN HO PREMIUMS MANUFACTORY LTD.,DONGGUAN CHUN HO PREMIUMS MANUFACTORY LTD.,-,"42 HUA BU TONG, CHANG AN TANG VILLIAGE, DONG KENG TOWN,",NA,NA,2005-08-08,"42 hua bu tong, chang an tang villiage, dong keng town,",dongguan chun ho premiums manufactory ltd.,dongguan chun ho premiums manufactory ltd.,NA,dongguan,dongguan,42,NA,NA,dong keng ,NA,NA,dongguan chun ho premiums manufactory , chun ho premiums  ,,,,,
DOCHHU,2009,DONGGUAN CHA SHAN HUAN XIN GMT FTY,DONGGUAN HUANXIN GARMENT MANUFACTORY LIMITED COMPANY,NA,"HANXISHI INDUSTRY, CHASHAN TOWN, , ,",NA,NA,4/27/07,"hanxishi industry, chashan town, , ,",dongguan cha shan huan xin gmt fty,dongguan huanxin garment manufactory limited company,NA,dongguan,dongguan,NA,NA,NA,chashan ,NA,NA,dongguan cha shan huan xin gmt , cha shan huan xin  ,,,,,
DOCHKN,2009,DONGGUAN CHEUNG TAK KNITTING GARMENT COMPANY LIMITED,DONGGUAN CHEUNG TAK KNITTING GARMENT COMPANY LIMITED,NA,"JINSHA INDUSTRIAL DEVELOPMENT ZONE, SHATOU,CHANGAN TOWN, DONGGUAN,",NA,NA,2001-07-09,"jinsha industrial development zone, shatou,changan town, dongguan,",dongguan cheung tak knitting garment company limited,dongguan cheung tak knitting garment company limited,NA,dongguan,dongguan,NA,NA,jinsha ,changan ,NA,NA,dongguan cheung tak knitting garment  , cheung tak    ,,,,,
DOCHSH,2009,DONGGUAN CHA SHAN WING LUEN KNITTING FTY,DONGGUAN CHA SHAN WING LUEN KNITTING FTY,NA,"BLOCK B, LI BEN INDUSTRIAL PARK, NAN SHE INDUSTRIAL AREA, CHA SHAN TOWN, ,",NA,NA,4/21/04,"block b, li ben industrial park, nan she industrial area, cha shan town, ,",dongguan cha shan wing luen knitting fty,dongguan cha shan wing luen knitting fty,NA,dongguan,dongguan,NA,NA,"c(""li ben "", ""nan she "")",cha shan ,NA,NA,dongguan cha shan wing luen knitting , cha shan wing luen  ,,,,,
DOCIUN,2009,DONGGUAN CITY QIAOTOU UNITED STARS TOYS MANUFACTORY,DONGGUAN CITY QIAOTOU UNITED STARS TOYS MANUFACTORY,-,"NO.102,TIANE ROAD,TIANE INDUSTRIAL ZONE,LIWU, VILLAGE,QIAOTOU TOWN, ,",NA,NA,4/18/08,"no.102,tiane road,tiane industrial zone,liwu, village,qiaotou town, ,",dongguan city qiaotou united stars toys manufactory,dongguan city qiaotou united stars toys manufactory,NA,dongguan,dongguan,102,tiane ,tiane ,qiaotou ,NA,tiane ,dongguan  qiaotou united stars toys manufactory,  qiaotou united stars  ,,,,,
DOCOFT,2009,DONNEX CONCEPT GARMENTS FACTORY LTD,DONNEX CONCEPT GARMENTS FACTORY LTD,NA,"NO.78 SHACHONG SEGMENT OF SHLIAN ROAD, SHACHONG VILLAGE, SHIJIE TOWN, PANYU GUANGZHOU, CHINA",NA,NA,3/31/08,"no.78 shachong segment of shlian road, shachong village, shijie town, panyu guangzhou, china",donnex concept garments factory ltd,donnex concept garments factory ltd,NA,guangzhou,panyu,78,shachong segment of shlian ,NA,shijie ,shachong ,shlian ,donnex concept garments  ,donnex concept   ,,,,,
DOCOGA,2009,DONGGUAN COSMOS GARMENT FACTORY,DONGGUAN COSMOS GARMENT FACTORY,NA,"HONG 6 ROAD, HONG TU DEVEL AREA, NANCHENG DISTRICT, , ,",NA,NA,4/13/06,"hong 6 road, hong tu devel area, nancheng district, , ,",dongguan cosmos garment factory,dongguan cosmos garment factory,NA,dongguan,dongguan,6,NA,NA,NA,NA,NA,dongguan cosmos garment , cosmos  ,,,,,
DODASH,2009,SHISHANG LEATHER CO.LTD,SHISHANG LEATHER CO.LTD,-,"NO.113 THE THIRD INDUSTRIAL PARK, CHANGTAN, DALONG TOWN,",NA,NA,2005-08-09,"no.113 the third industrial park, changtan, dalong town,",shishang leather co.ltd,shishang leather co.ltd,NA,NA,NA,113,NA,the third ,dalong ,NA,NA,shishang leather ,shishang  ,,,,,
DODOJU,2009,DONGGUAN DONGKENG JUNYING METALWARE MANUFACTORY,DONGGUAN DONGKENG JUNYING METALWARE MANUFACTORY,-,"NO.52, 168 IND. PARK, CHENG MEI MANAGEMENT ZONE, DONGKENG TOWN,",NA,NA,9/28/09,"no.52, 168 ind. park, cheng mei management zone, dongkeng town,",dongguan dongkeng junying metalware manufactory,dongguan dongkeng junying metalware manufactory,NA,dongguan,dongguan,"c(""52"", ""168"")",NA,NA,dongkeng ,NA,NA,dongguan dongkeng junying metalware manufactory, dongkeng junying  ,,,,,
DODOLE,2009,"DONGGUAN DONGSHENG LEATHER PRODUCTS CO.,","DONGGUAN DONGSHENG LEATHER PRODUCTS CO.,",-,"SHITANGBU, TANGXIA TOWN, , ,",NA,NA,6/25/09,"shitangbu, tangxia town, , ,","dongguan dongsheng leather products co.,","dongguan dongsheng leather products co.,",NA,dongguan,dongguan,NA,NA,NA,tangxia ,NA,NA,dongguan dongsheng leather  , dongsheng   ,,,,,
DODOSU,2009,DONGGUAN DONG CHENG SUNMOST HANDBAGS FACTORY,DONGGUAN DONG CHENG SUNMOST HANDBAGS FACTORY,-,"NO.10,#1 ROAD,CI-XIA INDUSTRIAL, ESTATE,WEN ZHOU ZHONG ROAD, WENTANG,DONGCHENG DISTRICT,",NA,NA,1/24/08,"no.10,#1 road,ci-xia industrial, estate,wen zhou zhong road, wentang,dongcheng district,",dongguan dong cheng sunmost handbags factory,dongguan dong cheng sunmost handbags factory,NA,dongguan,dongguan,"c(""10"", ""1"")",wen zhou zhong ,xia ,NA,NA,wen zhou zhong ,dongguan dong cheng sunmost handbags , dong cheng sunmost  ,,,,,
DOFEKA,2009,DONGGUAN FENG KANG CHU WEI TIEN TOY FACTORY,DONGGUAN FENG KANG CHU WEI TIEN TOY FACTORY,-,"CHU WEI TIEN, FENG KANG, ,",NA,NA,3/25/08,"chu wei tien, feng kang, ,",dongguan feng kang chu wei tien toy factory,dongguan feng kang chu wei tien toy factory,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan feng kang chu wei tien toy , feng kang chu wei tien  ,,,,,
DOFUAP,2009,DONGGUAN FUYI APPAREL CO. LTD.,DONGGUAN FUYI APPAREL CO. LTD.,NA,"ENVIORNMENTAL INDUSTRIAL ESTATE, SHATIN TOWN, ,",NA,NA,10/16/08,"enviornmental industrial estate, shatin town, ,",dongguan fuyi apparel co. ltd.,dongguan fuyi apparel co. ltd.,NA,dongguan,dongguan,NA,NA,enviornmental ,shatin ,NA,NA,dongguan fuyi apparel  , fuyi   ,,,,,
DOFUCO,2009,"DONJON FURNITURE CO,. LTD.",NA,NA,NA,NA,NA,NA,NA,"donjon furniture co,. ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,donjon furniture  ,donjon   ,,,,,
DOFUTE,2009,"DONGHAI T-FUNG TEXTILE MANUFACTURING CO., LTD.",NA,NA,NA,NA,NA,NA,NA,"donghai t-fung textile manufacturing co., ltd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,donghai tfung textile   ,donghai tfung    ,,,,,
DOGEFA,2009,"DONGGUAN GERMTON FASHION AND HANDCRAFTS CO., LTD.","DONGGUAN GERMTON FASHION AND HANDCRAFTS CO., LTD.",NA,"He Tian Xia Industrial District, Shi Jie Town, Dongguan City, Guangdong Province, China",NA,NA,2005-10-07,"he tian xia industrial district, shi jie town, dongguan city, guangdong province, china","dongguan germton fashion and handcrafts co., ltd.","dongguan germton fashion and handcrafts co., ltd.",guangdong,dongguan,dongguan,NA,NA,he tian xia ,shi jie ,NA,NA,dongguan germton fashion and handcrafts  , germton     ,,,,,
DOGFUQ,2009,DONG GUAN FU QUAN GARMENT CO. LTD,DONG GUAN FU QUAN GARMENT CO. LTD,东莞福泉制衣有限公司,"SHATIAN ENVIRONMENTAL INDUSTRIAL ESTATE, SHATIAN TOWN, ,",NA,NA,5/28/07,"shatian environmental industrial estate, shatian town, ,",dong guan fu quan garment co. ltd,dong guan fu quan garment co. ltd,NA,dong guan,NA,NA,NA,shatian environmental ,shatian ,NA,NA,dong guan fu quan garment  , fu quan   ,,,,,
DOGOCL,2009,DONGGUAN GOLDTEX CLOTHING CO. LTD.,NA,NA,NA,NA,NA,NA,NA,dongguan goldtex clothing co. ltd.,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan goldtex clothing  , goldtex   ,,,,,
DOGREA,2009,DONGGUAN GREAT EASTER GARMENT LIMITED,NA,NA,NA,NA,NA,NA,NA,dongguan great easter garment limited,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan great easter garment , great easter  ,,,,,
DOGREA,2009,DONGGUAN GREAT EASTERN GARMENT LIMITED,NA,NA,NA,NA,NA,NA,NA,dongguan great eastern garment limited,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan great eastern garment , great eastern  ,,,,,
DOGRTA,2009,"DONGGUAN GRAND TA HANDICRAFT CO., LTD.","DONGGUAN GRAND TA HANDICRAFT CO., LTD.",-,"NO.1 ROAD, SHUIKU INDUSTRIAL ZONE, GUANJINGTOU VILLAGE, FENGGANG TOWN,",NA,NA,10/31/07,"no.1 road, shuiku industrial zone, guanjingtou village, fenggang town,","dongguan grand ta handicraft co., ltd.","dongguan grand ta handicraft co., ltd.",NA,dongguan,dongguan,1,NA,shuiku ,fenggang ,guanjingtou ,NA,dongguan grand ta handicraft  , grand ta   ,,,,,
DOGUBA,2009,DONG GUANG CHUNG SHING PLASTIC BAG PRODUCT FACTORY,DONG GUANG CHUNG SHING PLASTIC BAG PRODUCT FACTORY,-,"FUDOU INDUSTRIAL AREA, SHAOGANGTOU, QIAOTOU TOWN, ,",NA,NA,2003-09-07,"fudou industrial area, shaogangtou, qiaotou town, ,",dong guang chung shing plastic bag product factory,dong guang chung shing plastic bag product factory,NA,NA,NA,NA,NA,fudou ,qiaotou ,NA,NA,dong guang chung shing plastic bag  ,dong guang chung shing    ,,,,,
DOGUDE,2009,"DONG GUAN DEFU GARMENT CO., LTD. (CHINA - S1)","DONG GUAN DEFU GARMENT CO., LTD. (CHINA - S1)",東莞德福製衣有限公司,"QIAO LI MGMT AREA, CHANGPING TOWN, , ,",NA,NA,2010-04-01,"qiao li mgmt area, changping town, , ,","dong guan defu garment co., ltd. (china - s1)","dong guan defu garment co., ltd. (china - s1)",NA,dong guan,NA,NA,NA,NA,changping ,NA,NA,dong guan defu garment   , defu    ,,,,,
DOGUEL,2009,"DONG GUAN JINYI ELECTRIC PRODUCTS CO., LTD.","DONG GUAN JINYI ELECTRIC PRODUCTS CO., LTD.",-,"BAO-TUN MANAGEMENT ZONE, HOU JIE TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, ,",NA,NA,9/21/04,"bao-tun management zone, hou jie town, dongguan city, guangdong province, ,","dong guan jinyi electric products co., ltd.","dong guan jinyi electric products co., ltd.",guangdong,dong guan,NA,NA,NA,NA,hou jie ,NA,NA,dong guan jinyi electric   , jinyi    ,,,,,
DOGUEN,2009,DONG GUAN QING HUA ENTERPRISE CO. LTD.,DONG GUAN QING HUA ENTERPRISE CO. LTD.,-,"ZHENHUA ROAD. LIZHOUJIAO VILLAGE., HONGMEI TOWN, ,",NA,NA,2006-05-07,"zhenhua road. lizhoujiao village., hongmei town, ,",dong guan qing hua enterprise co. ltd.,dong guan qing hua enterprise co. ltd.,NA,dong guan,NA,NA,zhenhua ,NA,hongmei ,lizhoujiao ,zhenhua ,dong guan qing hua   , qing hua   ,,,,,
DOGULA,2009,DONG GUAN LAM SUN PLASTIC PRODUCTS CO. LTD.,DONG GUAN LAM SUN PLASTIC PRODUCTS CO. LTD.,-,"SONGBOTANG AREA, CHANGPING TOWN, , ,",NA,NA,6/15/07,"songbotang area, changping town, , ,",dong guan lam sun plastic products co. ltd.,dong guan lam sun plastic products co. ltd.,NA,dong guan,NA,NA,NA,NA,changping ,NA,NA,dong guan lam sun plastic   , lam sun    ,,,,,
DOGUPI,2009,DONG GUAN CITY CHANG PING YU XING FACTORY,DONG GUAN CITY CHANG PING YU XING FACTORY,NA,"MAWU INDUSTRIAL AREA, QIAOLI VILLAGE, CHANG PING TOWN,DONGGUAN, GUANGDONG, CHINA",NA,NA,2003-10-09,"mawu industrial area, qiaoli village, chang ping town,dongguan, guangdong, china",dong guan city chang ping yu xing factory,dong guan city chang ping yu xing factory,guangdong,dong guan,NA,NA,NA,mawu ,chang ping ,qiaoli ,NA,dong guan  chang ping yu xing ,  chang ping yu xing ,,,,,
DOGUPR,2009,"DONG GUAN PROJECT MFG CO., LTD","DONG GUAN PROJECT MFG CO., LTD",-,"LI CUN IND. DISTRICT, XIE GANG TOWN, ,",NA,NA,8/18/06,"li cun ind. district, xie gang town, ,","dong guan project mfg co., ltd","dong guan project mfg co., ltd",NA,dong guan,NA,NA,NA,NA,xie gang ,NA,NA,dong guan project   , project   ,,,,,
DOGUQI,2009,DONG GUAN QI SHI QING HU NEW TAI HING KNITTING FACTORY ONE,DONG GUAN QI SHI QING HU NEW TAI HING KNITTING FACTORY ONE,东莞企石清湖新大兴针织一厂,"QING HU, QI SHI TOWN,DONGGUANG CITY, GUANGDONG PROVINCE, ,",NA,NA,2004-07-06,"qing hu, qi shi town,dongguang city, guangdong province, ,",dong guan qi shi qing hu new tai hing knitting factory one,dong guan qi shi qing hu new tai hing knitting factory one,guangdong,dong guan,NA,NA,NA,NA,qi shi ,NA,NA,dong guan qi shi qing hu new tai hing knitting  one, qi shi qing hu new tai hing   one,,,,,
DOGUXI,2009,DONG GUAN HU MEN SHI XIN TOYS & PRODUCTS FACTORY,DONG GUAN HU MEN SHI XIN TOYS & PRODUCTS FACTORY,-,"XIAO NAN ROAD, THE 6TH INDUSTRIAL, ZONE, NAN ZHA, HU MEN TOWN, ,",NA,NA,6/26/06,"xiao nan road, the 6th industrial, zone, nan zha, hu men town, ,",dong guan hu men shi xin toys & products factory,dong guan hu men shi xin toys & products factory,NA,dong guan,NA,6,xiao nan ,th ,hu men ,NA,xiao nan ,dong guan hu men shi xin toys   , hu men shi xin    ,,,,,
DOGUYA,2009,DONG GUAN DA LANG DA YANG KNITTING FACTORY,DONG GUAN DA LANG DA YANG KNITTING FACTORY,东莞市大朗大洋针织厂,"NO. 51, SHENG PING ROAD, DA LANG TOWN, ,",NA,NA,2006-10-08,"no. 51, sheng ping road, da lang town, ,",dong guan da lang da yang knitting factory,dong guan da lang da yang knitting factory,NA,dong guan,NA,51,sheng ping ,NA,da lang ,NA,sheng ping ,dong guan da lang da yang knitting , da lang da yang  ,,,,,
DOHAEL,2009,"DONGGUAN HAPYSTAR ELECTRICAL MFG. CO., LTD.","DONGGUAN HAPYSTAR ELECTRICAL MFG. CO., LTD.",-,"XIANG XI PRECINCT, LIAO BU TOWN, , ,",NA,NA,2007-11-07,"xiang xi precinct, liao bu town, , ,","dongguan hapystar electrical mfg. co., ltd.","dongguan hapystar electrical mfg. co., ltd.",NA,dongguan,dongguan,NA,NA,NA,liao bu ,NA,NA,dongguan hapystar electrical   , hapystar    ,,,,,
DOHESH,2009,DONGGUAN HELI SHOES FACTORY,DONGGUAN HELI SHOES FACTORY,-,"NO.293 LONGQUAN ROAD, SHILONGKENG ZONE,LIAOBU TOWN, ,",NA,NA,2006-01-09,"no.293 longquan road, shilongkeng zone,liaobu town, ,",dongguan heli shoes factory,dongguan heli shoes factory,NA,dongguan,dongguan,293,longquan ,NA,liaobu ,NA,longquan ,dongguan heli shoes , heli  ,,,,,
DOHEYU,2009,DONGGUAN HE YU HANDBAG CO. LTD.,DONGGUAN HE YU HANDBAG CO. LTD.,-,"SHANGHE VILLAGE, WANG NIU DUN TOWN, DONGGUAN CITY, GUANGDONG PROVINCE, ,",NA,NA,7/13/09,"shanghe village, wang niu dun town, dongguan city, guangdong province, ,",dongguan he yu handbag co. ltd.,dongguan he yu handbag co. ltd.,guangdong,dongguan,dongguan,NA,NA,NA,wang niu dun ,shanghe ,NA,dongguan he yu handbag  , he yu   ,,,,,
DOHOFT,2009,DONGGUAN HONGYE GARMENT FACTORY,NA,NA,NA,NA,NA,NA,NA,dongguan hongye garment factory,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan hongye garment , hongye  ,,,,,
DOHOTE,2009,"DONG GUAN HONG TA GARMENT CO., LTD.","DONG GUAN HONG TA GARMENT CO., LTD.",NA,"BIAN HAI INDUSTRIAL AREA, LU XI VILLAGE, GAO BU TOWN, ,",NA,NA,1/24/05,"bian hai industrial area, lu xi village, gao bu town, ,","dong guan hong ta garment co., ltd.","dong guan hong ta garment co., ltd.",NA,dong guan,NA,NA,NA,bian hai ,gao bu ,lu xi ,NA,dong guan hong ta garment  , hong ta   ,,,,,
DOHULT,2009,"DONGYANG HUA YI CO, LTD",NA,NA,NA,Pet toy,76,NA,NA,"dongyang hua yi co, ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dongyang hua yi  ,dongyang hua yi  ,,,,,
DOHUTO,2009,DONGGUAN HUAYUAN TOY COMPANY LTD.,DONGGUAN HUAYUAN TOY COMPANY LTD.,-,"CHU FA INDUSTRIAL EST, CHU KENG VILLAGE, DONG KENG TOWN, DONGGUAN CITY, GUANGDONG PROVINCE",NA,NA,7/15/03,"chu fa industrial est, chu keng village, dong keng town, dongguan city, guangdong province",dongguan huayuan toy company ltd.,dongguan huayuan toy company ltd.,guangdong,dongguan,dongguan,NA,NA,chu fa ,dong keng ,chu keng ,NA,dongguan huayuan toy  , huayuan   ,,,,,
DOJIPL,2009,DONGGUAN JINTAILONG PLASTIC PRODUCT LIMITED,DONGGUAN JINTAILONG PLASTIC PRODUCT LIMITED,東莞金泰隆塑料制品有限公司,"FU SHING AUO SHAN DEVELOPMENT EST., FUCHENG, DONGGUAN CITY, ,",NA,NA,2003-12-08,"fu shing auo shan development est., fucheng, dongguan city, ,",dongguan jintailong plastic product limited,dongguan jintailong plastic product limited,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan jintailong plastic  , jintailong   ,,,,,
DOJUIN,2009,DONGGUAN JUNHAN INDUSTRIAL LTD.,NA,NA,NA,NA,NA,NA,NA,dongguan junhan industrial ltd.,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan junhan  , junhan  ,,,,,
DOJULE,2009,DONGGUAN JUFENG LEATHER PRODUCTS FACTORY,NA,NA,NA,NA,NA,NA,NA,dongguan jufeng leather products factory,NA,NA,dongguan,dongguan,NA,NA,NA,NA,NA,NA,dongguan jufeng leather  , jufeng   ,,,,,
