s_fcode,audityr,ftyname1,ftyname2,ftylocalname,ftyaddr,products,employees,ordersince,ftyaddrlow,ftynamelow1,ftynamelow2,province,prefecture,county,streetnumbers,indzone,township,basiclvl,streetnames,name1,name2,matched_names,matched_addr,matched_countycode,Match Accuracy,Notes
WENPET,2009,"WENZHOU YUANFEI PET TOY PRODUCTS CO., LTD","WENZHOU YUANFEI PET TOY PRODUCTS CO., LTD",NA,"NO. 294-296, JINGCHUAN RD, SHUITOU TOWN, PINGYANG, , ,",NA,NA,2009-10-08,"no. 294-296, jingchuan rd, shuitou town, pingyang, , ,","wenzhou yuanfei pet toy products co., ltd","wenzhou yuanfei pet toy products co., ltd",zhejiang,wenzhou,pingyang,"c(""294"", ""296"")",NA,shuitou,NA,jingchuan,wenzhou yuanfei pet toy,yuanfei,温州源飞宠物玩具制品有限公司,占江村,3.3e+11,T,ADDR UNCERTAIN
WENPUF,2009,"WENZHOU PUFEI SHOES CO., LTD",NA,NA,NA,NA,NA,NA,NA,"wenzhou pufei shoes co., ltd",NA,zhejiang,wenzhou,NA,NA,NA,NA,NA,NA,wenzhou pufei shoes,pufei,浙江普飞鞋业有限公司,中国鞋都二期13号地块,3.3e+11,L,
WENYUL,2009,"WENZHOU YULONG SHOES CO.,LTD","WENZHOU YULONG SHOES CO.,LTD",NA,"No 58, Qianjiang Road, Economy development zone, , ,",NA,NA,2/13/09,"no 58, qianjiang road, economy development zone, , ,","wenzhou yulong shoes co.,ltd","wenzhou yulong shoes co.,ltd",zhejiang,wenzhou,NA,58,NA,NA,NA,qianjiang,wenzhou yulong shoes,yulong,温州市裕隆鞋业有限公司,钱江路58号,3.3e+11,T,
WESHYI,2009,"WENZHOU SHI YI QI SHOES CO., LTD",NA,NA,NA,NA,NA,NA,NA,"wenzhou shi yi qi shoes co., ltd",NA,zhejiang,wenzhou,NA,NA,NA,NA,NA,NA,wenzhou shi yi qi shoes,shiyiqi,温州市益奇鞋业有限公司,大政路6号,3.3e+11,L,
WETACO,2009,"WENZHOU TAIMA SHOES CO., LTD","WENZHOU TAIMA SHOES CO., LTD",NA,"NO.35 YANFAN RD, YANJIANG INDUSTRIAL DISTRICT, CHINA SHOES CAPITAL, WENZHOU, ZHEJIANG.CHINA",NA,NA,2009-03-09,"no.35 yanfan rd, yanjiang industrial district, china shoes capital, wenzhou, zhejiang.china","wenzhou taima shoes co., ltd","wenzhou taima shoes co., ltd",zhejiang,wenzhou,NA,35,yanjiang,NA,NA,yanfan,wenzhou taima shoes,taima,温州泰马鞋业有限公司,沿繁路35号,3.3e+11,T,
WETASH,2009,"WENZHOU TAIYANGSHEN SHOES CO., LTD","WENZHOU TAIYANGSHEN SHOES CO., LTD",NA,"NO.8 THE 2ND PART OF CHINA SHOES, CAPITAL,WENZHOU, ZHEJIANG,",NA,NA,8/31/09,"no.8 the 2nd part of china shoes, capital,wenzhou, zhejiang,","wenzhou taiyangshen shoes co., ltd","wenzhou taiyangshen shoes co., ltd",zhejiang,wenzhou,NA,"c(""8"", ""2"")",NA,NA,NA,NA,wenzhou taiyangshen shoes,taiyangshen,温州市太阳神鞋业有限公司,中国鞋都二期八号地块,3.3e+11,T,
XHELAP,2009,"NINGBO XINHUA ELECTRICAL APPLIANCE CO., LTD.",NA,NA,NA,NA,NA,NA,NA,"ningbo xinhua electrical appliance co., ltd.",NA,zhejiang,ningbo,NA,NA,NA,NA,NA,NA,ningbo xinhua electrical appliance,xinhua,宁波市新华麟电子电器有限公司,金鸣路275,3.3e+11,L,ADDR MISSING
XIANGN,2009,"JIAXING XIANGNAIER KNITTING FASHION CO,LTD","JIAXING XIANGNAIER KNITTING FASHION CO,LTD",NA,"#233 HUAYAN ROAD,NANHU, JIANGXING,ZHEJIANG,CHINA, ,",NA,NA,3/27/09,"#233 huayan road,nanhu, jiangxing,zhejiang,china, ,","jiaxing xiangnaier knitting fashion co,ltd","jiaxing xiangnaier knitting fashion co,ltd",zhejiang,jiaxing,nanhu,233,NA,NA,NA,huayan,jiaxing xiangnaier knitting fashion,xiangnaier,嘉兴香奈儿针织时装有限公司,华严路233号,3.3e+11,T,
XIHAAR,2009,"XINDASHENG (HANGZHOU) ARTS CO.,LTD.","XINDASHENG (HANGZHOU) ARTS CO.,LTD.",NA,"46 DA DONG MENG RD, XINDENG, , ,",NA,NA,6/28/07,"46 da dong meng rd, xindeng, , ,","xindasheng (hangzhou) arts co.,ltd.","xindasheng (hangzhou) arts co.,ltd.",zhejiang,hangzhou,NA,46,NA,NA,NA,dadongmeng,xindasheng  arts,xindasheng,新大生(杭州)工艺品有限公司,大东门46号,3.3e+11,T,
XILIAR,2009,XIANJU LIANSHENG ARTWARE CO. LTD.,XIANJU LIANSHENG ARTWARE CO. LTD.,NA,"Art industry City, Xianju, Zhejiang, , ,",NA,NA,12/31/01,"art industry city, xianju, zhejiang, , ,",xianju liansheng artware co. ltd.,xianju liansheng artware co. ltd.,zhejiang,taizhou,xianju,NA,NA,NA,NA,NA,xianju liansheng artware,liansheng,临海市联盛工艺品有限公司,钓鱼亭村,3.31e+11,T,
YEETEX,2009,"YEE TUNG (NINGBO) TEXTILES GARMENT CO., LTD (CHINA - S1)","YEE TUNG (NINGBO) TEXTILES GARMENT CO., LTD (CHINA - S1)",NA,"NO. 65, WEISAN ROAD, XIAOGANG TOWN, BEILUN DIST, , ,",NA,NA,2007-01-02,"no. 65, weisan road, xiaogang town, beilun dist, , ,","yee tung (ningbo) textiles garment co., ltd (china - s1)","yee tung (ningbo) textiles garment co., ltd (china - s1)",zhejiang,ningbo,beilun,65,NA,xiaogang,NA,weisan,yee tung,yeetung,怡东(宁波)纺织服装有限公司,纬三路65号,3.30E+11,T,MM FIXED
YIWDON,2009,"YIWU DONGSHUN TOYS MANUFACTURE CO., LTD","YIWU DONGSHUN TOYS MANUFACTURE CO., LTD",NA,"NO.566 CHUNHUA ROAD, BEIYUAN, INDUSTRY PARK, YIWU CITY, ZHEJUANG, CHINA,",NA,NA,2009-11-09,"no.566 chunhua road, beiyuan, industry park, yiwu city, zhejuang, china,","yiwu dongshun toys manufacture co., ltd","yiwu dongshun toys manufacture co., ltd",zhejiang,jinhua,yiwu,566,NA,NA,NA,chunhua,yiwu dongshun toys manufacture,dongshun,义乌市东顺玩具有限公司,春华路566号,3.31e+11,T,
YIWSHE,2009,YIWU SHENGPING TOYS FACTORY,YIWU SHENGPING TOYS FACTORY,NA,"GUTANG  INDUSTRIAL PARK YIWU, , ,",PET TOYS,76,9/27/09,"gutang  industrial park yiwu, , ,",yiwu shengping toys factory,yiwu shengping toys factory,zhejiang,jinhua,yiwu,NA,NA,NA,NA,NA,yiwu shengping toys,shengping,义乌市升平玩具有限公司,姑塘工业区,3.31e+11,T,
YOJITO,2009,"YONGKANG JIAHONG TOOLS CO., LTD",NA,NA,NA,NA,NA,NA,NA,"yongkang jiahong tools co., ltd",NA,zhejiang,jinhua,yongkang,NA,NA,NA,NA,NA,yongkang jiahong tools,jiahong,永康市嘉宏工具制造有限公司,黄棠工业区一路6号,3.31e+11,L,ADDR MISSING
YONMAN,2009,YONGKANG JINJIAN HARDWARE CO.LTD,YONGKANG JINJIAN HARDWARE CO.LTD,NA,"No.9 South Guanshan Road, Tangxian Town, Yongkang City, Zhejiang, ,",NA,NA,8/14/08,"no.9 south guanshan road, tangxian town, yongkang city, zhejiang, ,",yongkang jinjian hardware co.ltd,yongkang jinjian hardware co.ltd,zhejiang,jinhua,yongkang,9,NA,tangxian,NA,guanshan,yongkang jinjian hardware,jinjian,永康市金箭金属制品有限公司,唐先四村官山背工业区官山南路9号,3.31e+11,T,
YONTOO,2009,"YONGKANG SHUANGDA TOOLS CO.,LTD",NA,NA,NA,NA,NA,NA,NA,"yongkang shuangda tools co.,ltd",NA,zhejiang,jinhua,yongkang,NA,NA,NA,NA,NA,yongkang shuangda tools,shuangda,永康市双达工具有限公司,经济开发区名园大道86-88号,3.31e+11,L,ADDR MISSING
YUYAIM,2009,"YUYAO AIMEITE FEATHER CRAFTS CO., LTD",NA,NA,NA,NA,NA,NA,NA,"yuyao aimeite feather crafts co., ltd",NA,zhejiang,ningbo,yuyao,NA,NA,NA,NA,NA,yuyao aimeite feather crafts,aimeite,余姚市艾美特羽毛工艺品有限公司,杨家村,3.3e+11,L,ADDR MISSING
YUYPRO,2009,"YUYAO YONGQIANG STAINLESS STELL PRODUCTS CO.,LTD",NA,NA,NA,Kitchenware,280,NA,NA,"yuyao yongqiang stainless stell products co.,ltd",NA,zhejiang,ningbo,yuyao,NA,NA,NA,NA,NA,yuyao yongqiang stainless stell,yongqiang,宁波永强不锈钢制品有限公司,兰江接到工业功能区直江路8号,3.3e+11,L,ADDR MISSING
YUYSHU,2009,"YUYAO SHUNYAO RUBBER PRODUCTS CO., LTD","YUYAO SHUNYAO RUBBER PRODUCTS CO., LTD",NA,"33 MODAOQIAO ROAD, ZONE AECNOMIC DEVELOPMENT ZONE, ,",NA,NA,10/23/07,"33 modaoqiao road, zone aecnomic development zone, ,","yuyao shunyao rubber products co., ltd","yuyao shunyao rubber products co., ltd",zhejiang,ningbo,yuyao,33,NA,NA,NA,modaoqiao,yuyao shunyao rubber,shunyao,余姚市舜尧橡胶制品有限公司,磨刀桥路33号,3.3e+11,T,
ZHDICR,2009,"ZHEJIANG DINGXIN ARTS AND CRAFTS CO., LTD.","ZHEJIANG DINGXIN ARTS AND CRAFTS CO., LTD.",NA,"NO.21, LIXIAN ROAD, BAISHUIYANG INDUSTRIAL PARK, LINHAI CITY, ZHEJIANG PROVINCE, CHINA, ,",NA,NA,2009-06-05,"no.21, lixian road, baishuiyang industrial park, linhai city, zhejiang province, china, ,","zhejiang dingxin arts and crafts co., ltd.","zhejiang dingxin arts and crafts co., ltd.",zhejiang,taizhou,linhai,21,baishuiyang,NA,NA,lixian,zhejiang dingxin arts and crafts,dingxin,浙江鼎鑫工艺品有限公司,白水洋村02小区,3.31e+11,T,
ZHECH1,2009,"ZHEJIANG BEITE ARTS & CRAFTS IMP. & EXP. CO., LTD.","ZHEJIANG BEITE ARTS & CRAFTS IMP. & EXP. CO., LTD.",NA,"NO.556 YA TAI ROAD, PUJIANG COUNTY, , ,",NA,NA,11/19/02,"no.556 ya tai road, pujiang county, , ,","zhejiang beite arts & crafts imp. & exp. co., ltd.","zhejiang beite arts & crafts imp. & exp. co., ltd.",zhejiang,jinhua,pujiang,556,NA,NA,NA,yatai,zhejiang beite arts  crafts imp  exp,beiteimpexp,浙江贝特工艺集团有限责任公司,亚太大道556号,3.31e+11,T,
ZHELEG,2009,"ZHEJIANG LEGEND GARMENT CO.,LTD","ZHEJIANG LEGEND GARMENT CO.,LTD",NA,"NO.8 FUTIAN ROAD, YIQIAO TOWN, XIAOSHAN, HANGZHOU, zhejiang, CHINA,",NA,NA,11/23/09,"no.8 futian road, yiqiao town, xiaoshan, hangzhou, zhejiang, china,","zhejiang legend garment co.,ltd","zhejiang legend garment co.,ltd",zhejiang,hangzhou,xiaoshan,8,NA,yiqiao,NA,futian,zhejiang legend garment,legend,浙江莱俊德服饰有限公司,富天路8号,3.3e+11,T,
ZHESHE,2009,"ZHEJIANG SHENGLI PLASTIC CO., LTD","ZHEJIANG SHENGLI PLASTIC CO., LTD",NA,"No. 898, Huangjiao Rd. Huangyan District, Taizhou, Zhejiang, ,",NA,NA,2004-04-06,"no. 898, huangjiao rd. huangyan district, taizhou, zhejiang, ,","zhejiang shengli plastic co., ltd","zhejiang shengli plastic co., ltd",zhejiang,taizhou,huangyan,898,NA,NA,NA,huangjiao,zhejiang shengli plastic,shengli,浙江胜利塑胶有限公司,柔极路22号,3.31e+11,T,addr not matched
ZHETOY,2009,ZHEJIANG LONGSHENG TOY CO. LTD.,"ZHEJIANG LONGSHENG TOYS CO., LTD.",NA,"No. 61, East zhongshan Rd, Taiyangshan Industrial park, Lishui, Zhejiang, China,",NA,NA,4/25/05,"no. 61, east zhongshan rd, taiyangshan industrial park, lishui, zhejiang, china,",zhejiang longsheng toy co. ltd.,"zhejiang longsheng toys co., ltd.",zhejiang,lishui,NA,61,taiyangshan,NA,NA,zhongshan,zhejiang longsheng toy,longsheng,浙江龙声工艺玩具有限公司,太阳伞工业园区,3.31e+11,T,
ZHEZIL,2009,"ZHEJIANG ZILI INDUSTRY & TRADE CO., LTD","ZHEJIANG ZILI INDUSTRY & TRADE CO., LTD",NA,"NO.123 BEIHU ROAD HARDWARE, SCIENTIFIC-TECHNICAL INDUSTRY ZONE, YONGKANG, CHINA",NA,NA,2006-08-09,"no.123 beihu road hardware, scientific-technical industry zone, yongkang, china","zhejiang zili industry & trade co., ltd","zhejiang zili industry & trade co., ltd",zhejiang,jinhua,yongkang,123,NA,NA,NA,beihu,zhejiang zili   trade,zili,浙江自力工贸有限公司,经济开发区北湖路123号,3.31e+11,T,
ZHHOCR,2009,"ZHEJIANG HONGYE ART & CRAFT CO.,LTD.","ZHEJIANG HONGYE ART & CRAFT CO.,LTD.",NA,"WEST INDUSTRY AREA, HUANGYAN, ZHEJIANG, CHINA, ,",NA,NA,2004-03-08,"west industry area, huangyan, zhejiang, china, ,","zhejiang hongye art & craft co.,ltd.","zhejiang hongye art & craft co.,ltd.",zhejiang,taizhou,huangyan,NA,NA,NA,NA,NA,zhejiang hongye art  craft,hongye,浙江宏业工艺品有限公司,拱新大道12号,3.31e+11,L,addr not matched
ZHHUNI,2009,ZHEJIANG HUANGYAN NINGXI ARTS & CRAFTS CO. LTD,ZHEJIANG HUANGYAN NINGXI ARTS & CRAFTS CO. LTD,NA,"3# SHIYANG ROAD, NINGXI TOWN, HUANGYAN, ,",NA,NA,12/18/08,"3# shiyang road, ningxi town, huangyan, ,",zhejiang huangyan ningxi arts & crafts co. ltd,zhejiang huangyan ningxi arts & crafts co. ltd,zhejiang,taizhou,huangyan,3,NA,ningxi,NA,shiyang,zhejiang huangyan ningxi arts  crafts,huangyanningxi,浙江黄岩宁溪工艺品联合厂,石坦村石祥路3号,3.31e+11,T,
ZHHUSI,2009,"ZHEJIANG HUAJIALI SILK PRODUCTS CO., LTD","ZHEJIANG HUAJIALI SILK PRODUCTS CO., LTD",NA,"NO. 82, DONGHUBEI RD, LINPING TOWN, YUHANG DIST, , ,",NA,NA,2005-05-05,"no. 82, donghubei rd, linping town, yuhang dist, , ,","zhejiang huajiali silk products co., ltd","zhejiang huajiali silk products co., ltd",zhejiang,hangzhou,yuhang,82,NA,linping,NA,donghubei,zhejiang huajiali silk,huajiali,浙江华佳利丝绸制品有限公司,东湖北路82号,3.3e+11,T,
ZHJITR,2009,"ZHEJIANG JINHUA HUATAI TRAVELLING GOODS CO.,LTD","ZHEJIANG JINHUA HUATAI TRAVELLING GOODS CO.,LTD",NA,"No 777,BINHONG WEST RD,JINHUA CITY,ZHEJIANG, , ,",NA,NA,2004-08-09,"no 777,binhong west rd,jinhua city,zhejiang, , ,","zhejiang jinhua huatai travelling goods co.,ltd","zhejiang jinhua huatai travelling goods co.,ltd",zhejiang,jinhua,NA,777,NA,NA,NA,binhong,zhejiang jinhua huatai travelling goods,huatai,浙江金华华泰旅行用品有限公司,滨虹西路777号,3.31e+11,T,
ZHKOFA,2009,"ZHEJIANG KONZENG FASHION CO., LTD.","ZHEJIANG KONZENG FASHION CO., LTD.",NA,"No.2 Sangzi South Rd. ZhouWangMiao Town, Haining City, ZheJiang, China, ,",NA,NA,2004-07-09,"no.2 sangzi south rd. zhouwangmiao town, haining city, zhejiang, china, ,","zhejiang konzeng fashion co., ltd.","zhejiang konzeng fashion co., ltd.",zhejiang,jiaxing,haining,2,NA,zhouwangmiao,NA,sangzi,zhejiang konzeng fashion,konzeng,浙江康正服饰有限公司,陈桥村桑梓南路2号,3.30E+11,T,
ZHLICO,2009,"ZHEJIANG LILIES SHOES CO., LTD","ZHEJIANG LILIES SHOES CO., LTD",NA,"NO.88, YONGJIANG ROAD, WENZHOU ECONOMIC AND, TECHNICAL DEVELOPMENT AREA, WENZHOU, CHINA, ,",NA,NA,8/28/08,"no.88, yongjiang road, wenzhou economic and, technical development area, wenzhou, china, ,","zhejiang lilies shoes co., ltd","zhejiang lilies shoes co., ltd",zhejiang,wenzhou,NA,88,NA,NA,NA,yongjiang,zhejiang lilies shoes,lilies,浙江莱丽斯鞋业有限公司,甬江路88号,3.3e+11,T,
ZHONGY,2009,"HANGZHOU ZHONGYU GARMENT CO., LTD",NA,NA,NA,NA,NA,NA,NA,"hangzhou zhongyu garment co., ltd",NA,zhejiang,hangzhou,NA,NA,NA,NA,NA,NA,hangzhou zhongyu garment,zhongyu,"杭州中宇服装有限公司,杭州中羽制衣有限公司","黄家社区3号,紫霞村1号","3.3e+11,3.3e+11,3.3e+11",L,
ZHQIHA,2009,"ZHEJIANG QIANGWEI HARDWARE CO.,LTD","ZHEJIANG QIANGWEI HARDWARE CO.,LTD",NA,"XIN TANG TOU INDUSTRIAL ZONE, XIN JIE TOWN,XIAO  SHAN, HANGZHOU,  ZHEJIANG, CHINA,",NA,NA,2003-10-09,"xin tang tou industrial zone, xin jie town,xiao  shan, hangzhou,  zhejiang, china,","zhejiang qiangwei hardware co.,ltd","zhejiang qiangwei hardware co.,ltd",zhejiang,hangzhou,NA,NA,xintangtou,xin jie,NA,NA,zhejiang qiangwei hardware,qiangwei,浙江强伟五金有限公司,766号,3.3e+11,L,
ZHTOXI,2009,"ZHEJIANG TONGXIANG XINQIANXI FASHION CO.,LTD","ZHEJIANG TONGXIANG XINQIANXI FASHION CO.,LTD",NA,"CHUNLEI BRIDGE, CHONGFU TOWN, TONGXIANG CITY, ,",NA,NA,2/24/09,"chunlei bridge, chongfu town, tongxiang city, ,","zhejiang tongxiang xinqianxi fashion co.,ltd","zhejiang tongxiang xinqianxi fashion co.,ltd",zhejiang,jiaxing,tongxiang,NA,NA,chongfu,NA,NA,zhejiang tongxiang xinqianxi fashion,xinqianxi,桐乡市新千禧时装有限公司,春雷大桥,3.3e+11,T,
ZHUDAH,2009,ZHUJI DAHE GARMENT CO LTD,NA,NA,NA,NA,NA,NA,NA,zhuji dahe garment co ltd,NA,zhejiang,shaoxing,zhuji,NA,NA,NA,NA,NA,zhuji dahe garment,dahe,诸暨市大和服装有限公司,经济开发区荣子路,3.31E+11,L,
ZHUTIA,2009,ZHUJI TIAN YU CLOTHES CO LTD,NA,NA,NA,NA,NA,NA,NA,zhuji tian yu clothes co ltd,NA,zhejiang,shaoxing,zhuji,NA,NA,NA,NA,NA,zhuji tian yu clothes,tianyu,"绍兴天云制衣有限公司,绍兴县天缘纺织服饰有限公司","城东天姥路3号,华墟居委会","3.31e+11,3.31e+11",L,
ZHWAKI,2009,ZHEJIANG WANSHENG KITCHENWARE CO LTD,ZHEJIANG WANSHENG KITCHENWARE CO LTD,NA,"NO.18 HENGXIANG ROAD,INDUSTRY ZONE, WUFU YITING SHANGYU,ZHEJIANG, ,",NA,NA,2010-08-09,"no.18 hengxiang road,industry zone, wufu yiting shangyu,zhejiang, ,",zhejiang wansheng kitchenware co ltd,zhejiang wansheng kitchenware co ltd,zhejiang,shaoxing,shangyu,18,NA,NA,NA,hengxiang,zhejiang wansheng kitchenware,wansheng,浙江万生厨具有限公司,五夫工业功能区恒翔路18号,3.31e+11,T,
ZHWECA,2009,"zhejiang WENZHOU CANGNAN PLASTIC PACKAGING INDUSTRIAL CO., LTD","ZHEJIANG WENZHOU CANGNAN PLASTIC PACKAGING INDUSTRIAL CO., LTD",NA,"NO. 1017-1019, RENMIN ROAD SOUTH, LONGGANG TOWN, CANGNAN, WENZHOU, CHINA,",NA,NA,8/13/09,"no. 1017-1019, renmin road south, longgang town, cangnan, wenzhou, china,","zhejiang wenzhou cangnan plastic packaging industrial co., ltd","zhejiang wenzhou cangnan plastic packaging industrial co., ltd",zhejiang,wenzhou,cangnan,"c(""1017"", ""1019"")",NA,longgang,NA,renmin,zhejiang wenzhou cangnan plastic packaging,cangnan,苍南县塑料包装工业公司,"人民南路1017-1019号,项东村53号,小包装工业园区3幢6号,宫后南路559号,龙金大道新安路口,12幢1号,东园大楼26-28后幢",3.30E+11,T,
ZHYUEL,2009,ZHEJIANG YUELI ELECTRICAL CO. LTD,ZHEJIANG YUELI ELECTRICAL CO. LTD,NA,"NO. 999,KAIFA EAST ROAD，ZHUOXIANG, CIXI, NINGBO,ZH, ,",NA,NA,2005-12-09,"no. 999,kaifa east road，zhuoxiang, cixi, ningbo,zh, ,",zhejiang yueli electrical co. ltd,zhejiang yueli electrical co. ltd,zhejiang,ningbo,cixi,999,NA,NA,NA,kaifa,zhejiang yueli electrical,yueli,浙江月立电器有限公司,开发东路999号,3.3e+11,T,
ZJHAIN,2009,"HAINING GUISHIDI LEATHER GARMENT CO.,LTD.","HAINING GUISHIDI LEATHER GARMENT CO.,LTD.",NA,"NO. 5, JINGBIAN 5TH ROAD, JINGBIAN INDUSTRIAL ZONE, HAINING CITY, ZHEJIANG PROVINCE, CHINA, ,",NA,NA,4/13/04,"no. 5, jingbian 5th road, jingbian industrial zone, haining city, zhejiang province, china, ,","haining guishidi leather garment co.,ltd.","haining guishidi leather garment co.,ltd.",zhejiang,jiaxing,haining,5,jingbian,NA,NA,th,haining guishidi leather garment,guishidi,海宁贵诗迪皮革服装有限责任公司,经编五路5号,3.3e+11,T,
CHAEUN,2009,"CHANG EUN APPAREL CO., LTD","QINGDAO CHANG EUN APPAREL CO., LTD",NA,"NO.6, XINSHAN ROAD, ZHAO VILLAGE, LIUTING TOWN INDUSTRIAL PARK, CHENGYANG DISTRICT, ,",NA,NA,2/27/08,"no.6, xinshan road, zhao village, liuting town industrial park, chengyang district, ,","chang eun apparel co., ltd","qingdao chang eun apparel co., ltd",shandong,qingdao,chengyang,6,liutingtown,liuting,zhao,xinshan,chang eun apparel,changeun,青岛长殷服装有限公司,鑫山路6号,3.7e+11,T,
DEZREE,2009,"DEZHOU REEBO CLOTHING CO., LTD.","DEZHOU REEBO CLOTHING CO., LTD.",NA,"No.878, Jiefang middle avenue, Decheng District, Dezhou City, Shandong Province, China,",NA,NA,2/23/09,"no.878, jiefang middle avenue, decheng district, dezhou city, shandong province, china,","dezhou reebo clothing co., ltd.","dezhou reebo clothing co., ltd.",shandong,dezhou,decheng,878,NA,NA,NA,jiefang,dezhou reebo clothing,reebo,德州瑞博服装有限公司,解放中大道878号,3.71e+11,T,
HAHUCR,2009,"HAIYANG HUAYANG ARTS & CRAFTS CO., LTD","HAIYANG HUAYANG ARTS & CRAFTS CO., LTD",NA,"NO.8 HUSHAN STREET,HAIYANG CITY, SHANDONG,CHINA, ,",NA,NA,6/26/09,"no.8 hushan street,haiyang city, shandong,china, ,","haiyang huayang arts & crafts co., ltd","haiyang huayang arts & crafts co., ltd",shandong,yantai,haiyang,8,NA,NA,NA,hushan,haiyang huayang arts  crafts,huayang,海阳市华洋工艺品有限公司,虎山街8号,3.71e+11,T,
HAIRUS,2009,HAIYANG RUSHITONG WOOLEN SWEATER CO LTD.,HAIYANG RUSHITONG WOOLEN SWEATER CO LTD.,NA,"NO.8, YANFENG ROAD, HAIYANG CITY, YANTAI CITY, SHANDONG PROVINCE, CHINA,",NA,NA,2003-10-05,"no.8, yanfeng road, haiyang city, yantai city, shandong province, china,",haiyang rushitong woolen sweater co ltd.,haiyang rushitong woolen sweater co ltd.,shandong,yantai,haiyang,8,NA,NA,NA,yanfeng,haiyang rushitong woolen sweater,rushitong,海阳市入世通毛衫有限责任公司,烟凤路8号,3.71e+11,T,
JINXIG,2009,"JINAN XIGEMA GARMENTS CO., LTD.","JINAN XIGEMA GARMENTS CO., LTD.",NA,"Middle Part, Jucai Road, Jixi Industrial Park, Pingyin County, Jinan City, Shandong Province,",NA,NA,2002-09-09,"middle part, jucai road, jixi industrial park, pingyin county, jinan city, shandong province,","jinan xigema garments co., ltd.","jinan xigema garments co., ltd.",shandong,jinan,pingyin,NA,jixi,NA,NA,jucai,jinan xigema garments,xigema,济南喜哥马服装有限公司,南土楼村委会,3.7e+11,L,addr not matched
LICHAR,2009,"LINYI CHENGYE ARTS&CRAFTS CO.,LTD","LINYI CHENGYE ARTS&CRAFTS CO.,LTD",NA,"JIAZHAI VILLAGE, ZHENGWANG TOWN, HEDONG DISTRICT, LINYI CITY, ,",NA,NA,8/22/08,"jiazhai village, zhengwang town, hedong district, linyi city, ,","linyi chengye arts&crafts co.,ltd","linyi chengye arts&crafts co.,ltd",shandong,linyi,hedong,NA,NA,zhengwang,jiazhai,NA,linyi chengye artscrafts,chengye,临沂成业工艺品有限责任公司,贾家宅村,3.71e+11,T,
QIJILE,2009,"QINGDAO JINDA LEATHER PRODUCTS CO., LTD.","QINGDAO JINDA LEATHER PRODUCTS CO., LTD.",NA,"DAHETOU-CUN, LIQUANZHUANG-ZHEN LAIXI SHI, SHANDONG QINGDAO, ,",NA,NA,2008-06-09,"dahetou-cun, liquanzhuang-zhen laixi shi, shandong qingdao, ,","qingdao jinda leather products co., ltd.","qingdao jinda leather products co., ltd.",shandong,qingdao,laixi,NA,NA,NA,NA,NA,qingdao jinda leather,jinda,青岛金大皮革制品有限公司,大河头,3.7e+11,T,
QINCLO,2009,"QINGDAO YUANDONG SHINWON CLOTHING CO.,LTD.","QINGDAO YUANDONG SHINWON CLOTHING CO.,LTD.",NA,"NO.228, FUDONG STREET, FU'AN INDUSTRIAL ZONE, JIAOZHOU CITY, SHANDONG PROVINCE, CHINA,",NA,NA,2002-02-04,"no.228, fudong street, fu'an industrial zone, jiaozhou city, shandong province, china,","qingdao yuandong shinwon clothing co.,ltd.","qingdao yuandong shinwon clothing co.,ltd.",shandong,qingdao,NA,228,an,NA,NA,fudong,qingdao yuandong shinwon clothing,yuandongshinwon,青岛远东信元制衣有限公司,阜安阜东大道228号,3.70E+11,T,
QINFUS,2009,QINGDAO FUSHENLAI ART & CRAFTS FACTORY,QINGDAO FUSHENLAI ART & CRAFTS FACTORY,NA,"NO 15, XINCHANG ROAD, BEI TOWN,XINHE TOWN, PINGDU CITY, ,",NA,NA,9/16/08,"no 15, xinchang road, bei town,xinhe town, pingdu city, ,",qingdao fushenlai art & crafts factory,qingdao fushenlai art & crafts factory,shandong,qingdao,pingdu,15,NA,"c(""bei "", ""xinhe "")",NA,xinchang,qingdao fushenlai art  crafts,fushenlai,青岛富申莱工艺品有限公司,北镇,3.7e+11,T,
QINTIA,2009,QINGDAO TIANLUN  GARMENT FACTORY,QINGDAO TIANLUN  GARMENT FACTORY,NA,"No 1617, Lingang Road, Jiaonan City, Qingdao City, Shandong Province, ,",NA,NA,2004-03-06,"no 1617, lingang road, jiaonan city, qingdao city, shandong province, ,",qingdao tianlun  garment factory,qingdao tianlun  garment factory,shandong,qingdao,NA,1617,NA,NA,NA,lingang,qingdao tianlun  garment,tianlun,青岛天纶制衣有限公司,胶南海青大卢家疃村村委会临港路1617号,3.7e+11,T,
QIQIAR,2009,"QINGDAO QINGYANG ART & CRAFT CO., LTD.","QINGDAO QINGYANG YUCAO ARTS & CRAFTS CO., LTD.",NA,"Daqingyang Village, Dianzi Town, Pingdu, Qingdao City, Shandong Province, ,",NA,NA,2011-09-07,"daqingyang village, dianzi town, pingdu, qingdao city, shandong province, ,","qingdao qingyang art & craft co., ltd.","qingdao qingyang yucao arts & crafts co., ltd.",shandong,qingdao,pingdu,NA,NA,dianzi,daqingyang,NA,qingdao qingyang art  craft,qingyang,青岛市青杨玉草工艺品有限公司,大青杨村,3.7e+11,T,
